Recording timestamp [ms]	Computer timestamp [ms]	Sensor	Project name	Export date	Participant name	Recording date	Recording start time	Recording duration [ms]	Event	Event value	Gaze point X [DACS px]	Gaze point Y [DACS px]	Gaze point left X [DACS px]	Gaze point left Y [DACS px]	Gaze point right X [DACS px]	Gaze point right Y [DACS px]	Pupil diameter left [mm]	Pupil diameter right [mm]	Pupil diameter filtered [mm]	Eye openness left [mm]	Eye openness right [mm]	Eye openness filtered [mm]	Validity left	Validity right	Presented Stimulus name	Eye movement type	Eye movement event duration [ms]	Eye movement type index
1231	504487512	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			933	665	941	653	925	677	5.45	5.565	5.507				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1233	504487513	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			935	664	941	653	929	676	5.447	5.56	5.503				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1234	504487515	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			935	664	941	653	929	675	5.442	5.559	5.501				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1236	504487517	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			935	665	941	654	929	676	5.441	5.558	5.499				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1238	504487518	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			935	663	940	653	930	674	5.44	5.557	5.498				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1239	504487520	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			936	667	943	659	929	674	5.453	5.554	5.503				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1241	504487522	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			931	664	936	655	926	674	5.436	5.553	5.494				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1243	504487523	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			930	665	935	657	926	674	5.431	5.549	5.49				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1244	504487525	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			932	665	936	656	927	674	5.428	5.547	5.487				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1246	504487527	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			929	665	936	655	922	675	5.426	5.554	5.49				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1248	504487528	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			932	665	936	655	928	674	5.421	5.54	5.481				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1249	504487530	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			932	664	938	654	926	675	5.417	5.538	5.478				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1251	504487532	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			932	663	936	651	927	674	5.415	5.535	5.475				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1253	504487533	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			933	664	938	653	928	675	5.41	5.532	5.471				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1254	504487535	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			933	664	938	653	927	676	5.406	5.526	5.466				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1256	504487537	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			934	660	938	653	930	666	5.403	5.54	5.471				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1258	504487538	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			933	662	936	655	930	669	5.398	5.531	5.464				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1259	504487540	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			932	664	937	654	928	674	5.391	5.514	5.453				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1261	504487542	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			933	665	938	655	929	675	5.388	5.509	5.448				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1263	504487543	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			933	665	937	655	929	676	5.384	5.507	5.445				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1264	504487545	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			934	665	939	655	929	676	5.378	5.499	5.439				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1266	504487547	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			933	663	938	651	927	675	5.373	5.496	5.435				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1268	504487548	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			933	663	939	650	927	675	5.362	5.489	5.425				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1269	504487550	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			936	659	939	651	934	666	5.362	5.508	5.435				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1271	504487552	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			936	667	945	659	926	674	5.371	5.482	5.427				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1273	504487553	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			934	663	940	652	929	674	5.348	5.476	5.412				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1274	504487555	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			935	664	940	654	929	674	5.344	5.472	5.408				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1276	504487557	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			935	664	940	654	930	673	5.338	5.466	5.402				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1278	504487558	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			935	664	942	655	928	673	5.332	5.458	5.395				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1279	504487560	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			935	663	941	655	929	672	5.325	5.452	5.388				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1281	504487562	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			935	662	941	654	929	670	5.322	5.446	5.384				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1283	504487563	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			935	662	940	654	930	671	5.31	5.437	5.374				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1284	504487565	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			935	662	939	652	930	672	5.304	5.432	5.368				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1286	504487567	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			936	662	941	652	931	671	5.299	5.427	5.363				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1288	504487568	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			936	661	940	652	932	670	5.293	5.421	5.357				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1289	504487570	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			936	661	940	652	931	671	5.286	5.415	5.351				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1291	504487572	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			936	661	942	652	930	670	5.278	5.409	5.344				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1293	504487573	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			935	661	942	652	928	669	5.273	5.402	5.337				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1294	504487575	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			937	661	943	652	931	670	5.264	5.396	5.33				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1296	504487577	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			936	661	943	652	930	670	5.258	5.387	5.323				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1298	504487578	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			936	661	942	652	931	670	5.252	5.38	5.316				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1299	504487580	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			936	661	941	651	932	670	5.246	5.375	5.31				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1301	504487582	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			936	660	941	650	932	670	5.237	5.366	5.301				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1303	504487583	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			937	660	940	650	933	671	5.23	5.361	5.296				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1304	504487585	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			937	661	941	650	934	672	5.225	5.354	5.289				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1306	504487587	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			937	660	940	649	934	672	5.216	5.345	5.281				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1308	504487588	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			937	661	941	650	934	672	5.21	5.339	5.275				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1309	504487590	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			937	661	941	650	933	673	5.201	5.332	5.266				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1311	504487592	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			936	661	940	649	933	673	5.194	5.325	5.259				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1313	504487593	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			936	660	940	648	932	673	5.187	5.317	5.252				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1314	504487595	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			936	661	940	648	932	674	5.178	5.307	5.243				Valid	Valid	Eyetracker Calibration	Fixation	665	3
1316	504487597	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			934	661	939	648	930	674	5.17	5.303	5.237				Valid	Valid	Eyetracker Calibration	Fixation	665	3
