Recording timestamp [ms]	Computer timestamp [ms]	Sensor	Project name	Export date	Participant name	Recording date	Recording start time	Recording duration [ms]	Event	Event value	Gaze point X [DACS px]	Gaze point Y [DACS px]	Gaze point left X [DACS px]	Gaze point left Y [DACS px]	Gaze point right X [DACS px]	Gaze point right Y [DACS px]	Pupil diameter left [mm]	Pupil diameter right [mm]	Pupil diameter filtered [mm]	Eye openness left [mm]	Eye openness right [mm]	Eye openness filtered [mm]	Validity left	Validity right	Presented Stimulus name	Eye movement type	Eye movement event duration [ms]	Eye movement type index
3368	504489648	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			821	481	826	487	816	475	4.696	4.808	4.752				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3369	504489650	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			820	482	824	488	815	476	4.696	4.809	4.753				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3371	504489652	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			820	482	826	487	814	476	4.696	4.808	4.752				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3373	504489653	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			820	482	825	489	815	476	4.697	4.809	4.753				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3374	504489655	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			821	479	828	487	814	471	4.703	4.802	4.753				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3376	504489657	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			822	480	828	487	817	474	4.7	4.809	4.754				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3378	504489658	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			821	479	826	486	816	472	4.698	4.803	4.75				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3379	504489660	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			821	478	826	485	816	471	4.699	4.804	4.751				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3381	504489662	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			820	478	826	485	815	470	4.7	4.803	4.752				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3383	504489663	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			819	481	824	488	814	475	4.699	4.816	4.757				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3384	504489665	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			819	482	824	488	815	475	4.699	4.814	4.757				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3386	504489667	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			821	482	825	489	816	476	4.703	4.818	4.76				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3388	504489668	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			820	482	826	489	815	475	4.705	4.813	4.759				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3389	504489670	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			820	481	823	487	816	475	4.699	4.818	4.758				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3391	504489672	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			821	479	826	486	816	471	4.705	4.809	4.757				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3393	504489673	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			823	480	827	487	818	474	4.704	4.816	4.76				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3394	504489675	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			822	479	826	486	818	472	4.705	4.811	4.758				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3396	504489677	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			821	480	826	487	816	472	4.704	4.817	4.76				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3398	504489678	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			821	479	826	486	817	472	4.703	4.817	4.76				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3399	504489680	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			821	482	824	489	818	475	4.707	4.821	4.764				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3401	504489682	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			819	481	822	488	816	474	4.706	4.82	4.763				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3403	504489683	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			819	482	822	488	816	475	4.706	4.82	4.763				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3404	504489685	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			819	481	824	488	814	474	4.707	4.819	4.763				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3406	504489687	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			819	482	822	489	815	475	4.709	4.821	4.765				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3408	504489688	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			820	480	823	489	816	472	4.71	4.822	4.766				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3409	504489690	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			820	480	824	488	815	472	4.713	4.824	4.769				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3411	504489692	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			821	480	825	487	816	472	4.71	4.821	4.766				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3413	504489693	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			820	480	824	487	816	473	4.711	4.821	4.766				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3414	504489695	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			821	479	827	485	815	473	4.712	4.821	4.766				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3416	504489697	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			820	483	825	490	816	476	4.711	4.825	4.768				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3418	504489698	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			819	481	822	489	815	473	4.712	4.825	4.769				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3419	504489700	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			820	481	824	489	815	474	4.714	4.825	4.769				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3421	504489702	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			819	481	822	489	816	473	4.714	4.828	4.771				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3423	504489703	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			819	480	822	488	815	472	4.711	4.83	4.771				Valid	Valid	Eyetracker Calibration	Fixation	258	6
3424	504489705	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			819	480	823	487	814	472	4.714	4.826	4.77				Valid	Valid	Eyetracker Calibration	Saccade	20	8
3426	504489707	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			820	480	824	486	815	474	4.715	4.827	4.771				Valid	Valid	Eyetracker Calibration	Saccade	20	8
3428	504489708	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			820	481	825	489	815	473	4.717	4.829	4.773				Valid	Valid	Eyetracker Calibration	Saccade	20	8
3429	504489710	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			821	482	826	488	816	476	4.718	4.827	4.772				Valid	Valid	Eyetracker Calibration	Saccade	20	8
3431	504489712	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			826	484	832	491	821	478	4.716	4.828	4.772				Valid	Valid	Eyetracker Calibration	Saccade	20	8
3433	504489713	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			832	487	838	493	825	481	4.714	4.831	4.772				Valid	Valid	Eyetracker Calibration	Saccade	20	8
3434	504489715	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			841	492	849	495	833	488	4.71	4.83	4.77				Valid	Valid	Eyetracker Calibration	Saccade	20	8
3436	504489717	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			849	497	859	501	839	492	4.712	4.831	4.772				Valid	Valid	Eyetracker Calibration	Saccade	20	8
3438	504489718	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			855	502	862	505	849	499	4.716	4.83	4.773				Valid	Valid	Eyetracker Calibration	Saccade	20	8
3439	504489720	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			862	506	866	508	857	503	4.716	4.833	4.774				Valid	Valid	Eyetracker Calibration	Saccade	20	8
3441	504489722	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			866	506	867	508	864	504	4.714	4.832	4.773				Valid	Valid	Eyetracker Calibration	Saccade	20	8
3443	504489723	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			868	507	869	510	867	505	4.719	4.835	4.777				Valid	Valid	Eyetracker Calibration	Saccade	20	8
3444	504489725	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			867	506	867	509	867	503	4.725	4.834	4.779				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3446	504489727	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			866	506	867	509	865	503	4.727	4.832	4.779				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3448	504489728	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			864	504	866	509	861	500	4.727	4.837	4.782				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3449	504489730	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			860	505	863	509	858	501	4.729	4.836	4.782				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3451	504489732	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			858	504	862	508	855	500	4.726	4.835	4.781				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3453	504489733	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			858	503	861	508	855	499	4.727	4.835	4.781				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3454	504489735	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			858	504	863	508	854	500	4.728	4.837	4.782				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3456	504489737	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			857	503	861	508	854	498	4.727	4.834	4.78				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3458	504489738	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			860	502	863	505	856	499	4.727	4.837	4.782				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3459	504489740	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			860	502	863	506	856	497	4.726	4.837	4.781				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3461	504489742	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			860	503	863	507	857	499	4.727	4.838	4.782				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3463	504489743	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	503	864	508	857	499	4.726	4.836	4.781				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3464	504489745	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			860	503	863	508	857	498	4.723	4.836	4.779				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3466	504489747	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	504	862	509	859	499	4.728	4.84	4.784				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3468	504489748	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			860	504	862	508	858	499	4.73	4.839	4.784				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3469	504489750	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	505	862	509	860	501	4.726	4.839	4.782				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3471	504489752	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			862	505	863	509	861	500	4.729	4.839	4.784				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3473	504489753	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			862	505	863	510	861	500	4.728	4.839	4.783				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3474	504489755	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			862	505	865	510	859	500	4.725	4.84	4.782				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3476	504489757	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			862	505	865	509	859	501	4.727	4.84	4.783				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3478	504489758	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			862	504	864	508	859	500	4.727	4.842	4.785				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3479	504489760	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	505	864	509	858	500	4.727	4.84	4.784				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3481	504489762	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			862	505	864	510	860	501	4.729	4.844	4.786				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3483	504489763	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			862	506	865	510	858	501	4.729	4.843	4.786				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3484	504489765	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			862	505	865	510	859	500	4.73	4.846	4.788				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3486	504489767	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	506	864	510	858	501	4.727	4.847	4.787				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3488	504489768	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			862	505	865	510	859	500	4.732	4.847	4.79				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3489	504489770	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			862	504	865	510	859	499	4.731	4.85	4.791				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3491	504489772	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	504	866	509	857	499	4.732	4.847	4.79				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3493	504489773	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			863	504	867	510	858	498	4.731	4.85	4.791				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3494	504489775	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			862	505	866	511	857	498	4.734	4.849	4.792				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3496	504489777	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			862	504	867	510	857	497	4.733	4.849	4.791				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3498	504489778	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	504	866	511	856	497	4.733	4.848	4.791				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3499	504489780	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			862	503	867	510	857	497	4.734	4.853	4.794				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3501	504489782	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			862	503	868	508	855	498	4.735	4.849	4.792				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3503	504489783	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			862	504	867	510	856	498	4.735	4.851	4.793				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3504	504489785	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			862	504	870	510	853	498	4.735	4.856	4.796				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3506	504489787	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			862	505	868	510	855	499	4.739	4.854	4.796				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3508	504489788	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	505	869	510	852	499	4.74	4.856	4.798				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3509	504489790	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	504	868	509	854	499	4.739	4.857	4.798				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3511	504489792	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	504	869	510	854	499	4.741	4.859	4.8				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3513	504489793	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			860	506	866	511	854	501	4.739	4.857	4.798				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3514	504489795	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			860	505	865	510	856	500	4.741	4.857	4.799				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3516	504489797	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			860	504	867	509	854	500	4.742	4.856	4.799				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3518	504489798	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	505	866	510	856	499	4.744	4.855	4.8				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3519	504489800	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			860	505	864	510	856	501	4.744	4.857	4.801				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3521	504489802	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	506	866	510	856	501	4.744	4.86	4.802				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3523	504489803	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	504	866	509	856	499	4.748	4.863	4.806				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3524	504489805	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	505	866	510	856	500	4.745	4.864	4.804				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3526	504489807	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	505	865	510	858	500	4.748	4.864	4.806				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3528	504489808	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	505	865	509	857	500	4.749	4.864	4.807				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3529	504489810	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	505	865	510	857	501	4.746	4.864	4.805				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3531	504489812	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			860	506	863	510	858	502	4.746	4.864	4.805				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3533	504489813	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	504	864	509	858	500	4.744	4.864	4.804				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3534	504489815	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			860	506	863	510	857	502	4.743	4.866	4.805				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3536	504489817	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	506	864	511	859	501	4.746	4.865	4.805				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3538	504489818	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	507	865	511	857	502	4.752	4.87	4.811				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3539	504489820	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	507	865	512	857	501	4.751	4.868	4.81				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3541	504489822	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	506	865	510	857	501	4.749	4.87	4.809				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3543	504489823	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	506	866	511	857	501	4.751	4.873	4.812				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3544	504489825	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			862	506	867	510	857	501	4.751	4.871	4.811				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3546	504489827	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			862	506	866	511	858	502	4.75	4.87	4.81				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3548	504489828	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			862	506	867	511	858	501	4.75	4.873	4.812				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3549	504489830	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	506	867	512	855	501	4.752	4.872	4.812				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3551	504489832	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			862	507	867	512	856	502	4.75	4.872	4.811				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3553	504489833	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	507	866	512	856	502	4.751	4.875	4.813				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3554	504489835	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			862	507	867	511	856	502	4.754	4.877	4.815				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3556	504489837	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	507	867	512	854	503	4.753	4.878	4.815				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3558	504489838	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	508	867	512	855	503	4.754	4.882	4.818				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3559	504489840	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	507	868	512	854	502	4.757	4.882	4.819				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3561	504489842	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	508	868	512	854	504	4.757	4.883	4.82				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3563	504489843	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	507	868	513	853	502	4.754	4.882	4.818				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3564	504489845	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			860	507	868	512	852	502	4.755	4.882	4.819				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3566	504489847	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	507	868	512	853	502	4.756	4.882	4.819				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3568	504489848	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	506	868	511	853	502	4.756	4.884	4.82				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3569	504489850	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	507	868	512	853	501	4.759	4.884	4.821				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3571	504489852	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			860	508	867	512	852	503	4.759	4.886	4.823				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3573	504489853	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	507	868	512	853	503	4.765	4.889	4.827				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3574	504489855	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			860	507	867	511	854	503	4.764	4.89	4.827				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3576	504489857	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			860	507	866	512	854	502	4.761	4.891	4.826				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3578	504489858	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			860	508	868	513	853	503	4.765	4.893	4.829				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3579	504489860	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			860	507	867	512	853	501	4.765	4.891	4.828				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3581	504489862	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			859	507	866	512	852	501	4.765	4.892	4.828				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3583	504489863	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			859	508	865	513	853	502	4.764	4.892	4.828				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3584	504489865	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			859	508	866	514	853	501	4.764	4.892	4.828				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3586	504489867	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			859	506	865	512	853	500	4.767	4.894	4.831				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3588	504489868	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			859	507	866	512	853	502	4.766	4.897	4.832				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3589	504489870	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			859	507	865	512	853	502	4.771	4.901	4.836				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3591	504489872	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			859	507	864	512	853	502	4.769	4.901	4.835				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3593	504489873	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			859	507	865	511	853	503	4.77	4.901	4.835				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3594	504489875	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			859	508	864	512	854	504	4.774	4.902	4.838				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3596	504489877	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			859	508	865	513	853	502	4.773	4.902	4.837				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3598	504489878	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	507	867	511	856	502	4.773	4.902	4.838				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3599	504489880	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			861	507	867	513	855	501	4.774	4.904	4.839				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3601	504489882	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			860	508	866	513	855	502	4.776	4.905	4.84				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3603	504489883	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			859	507	865	512	853	501	4.773	4.905	4.839				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3604	504489885	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			860	508	866	513	854	503	4.778	4.91	4.844				Valid	Valid	Eyetracker Calibration	Fixation	447	7
3606	504489887	Eye Tracker	Demo	7/31/25	P1	3/11/25	19:04.0	114950			858	508	864	514	853	503	4.779	4.909	4.844				Valid	Valid	Eyetracker Calibration	Fixation	447	7
